image,c_render_ok,c_unrouted_nets,c_bad_pins,c_foreign_intrusions,A_tp_f1,A_net_f1,A_percomp,B_tp_f1,B_net_f1,B_percomp,C_tp_f1,C_net_f1,C_percomp,D_tp_f1,D_net_f1,D_percomp
circuit_386.jpg,1,0,0,0,0.5432098765432098,0.6842105263157895,0.1,0.7741935483870968,0.8421052631578947,0.2,0.8247422680412371,0.9444444444444444,0.2,1.0,1.0,1.0
circuit_394.jpg,1,0,0,0,0.27027027027027023,0.40816326530612246,0.0,0.27027027027027023,0.40816326530612246,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_41.jpg,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_415.jpg,1,0,0,0,0.13333333333333336,0.37500000000000006,0.0,0.12903225806451613,0.36923076923076925,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_417.jpg,1,0,0,0,0.6153846153846154,0.6,0.2857142857142857,0.6153846153846154,0.6,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0
circuit_427.jpg,1,0,0,0,0.5945945945945946,0.6857142857142857,0.2,0.9142857142857143,0.8888888888888888,0.7,1.0,1.0,1.0,1.0,1.0,1.0
circuit_437.jpg,1,0,0,0,0.33576642335766427,0.5753424657534246,0.07142857142857142,0.58,0.7076923076923077,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0
circuit_438.jpg,1,0,0,0,0.01388888888888889,0.16666666666666666,0.0,0.4748201438848921,0.6571428571428571,0.05263157894736842,1.0,1.0,1.0,1.0,1.0,1.0
circuit_439.jpg,1,0,0,0,0.6956521739130436,0.7272727272727273,0.0,0.6956521739130436,0.7272727272727273,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_455.jpg,1,0,0,0,0.5161290322580645,0.6666666666666665,0.0,0.6250000000000001,0.7586206896551724,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_468.jpg,1,0,0,0,0.25225225225225223,0.44000000000000006,0.0,0.25225225225225223,0.48,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_469.jpg,1,0,0,0,0.6666666666666666,0.8461538461538461,0.14285714285714285,0.6666666666666666,0.8461538461538461,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0
circuit_470.jpg,1,0,0,0,0.11678832116788322,0.18604651162790697,0.0,0.11678832116788322,0.18604651162790697,0.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_472.jpg,0,1,1,0,0.4137931034482759,0.5714285714285714,0.0,0.4137931034482759,0.5714285714285714,0.0,,,,1.0,1.0,1.0
circuit_481.jpg,1,0,0,0,0.0,0.0,0.0,0.5555555555555556,0.7741935483870968,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0
circuit_485.jpg,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
circuit_492.jpg,1,0,0,0,0.39416058394160586,0.6875000000000001,0.21739130434782608,0.39416058394160586,0.6875000000000001,0.21739130434782608,0.9682539682539683,0.9795918367346939,0.8695652173913043,1.0,1.0,1.0
circuit_506.jpg,0,0,0,1,0.525,0.6857142857142857,0.0,0.37333333333333335,0.5588235294117646,0.0,,,,1.0,1.0,1.0
circuit_522.jpg,1,0,0,0,0.8596491228070176,0.9130434782608695,0.5,0.7068965517241379,0.8222222222222223,0.4090909090909091,1.0,1.0,1.0,1.0,1.0,1.0
